Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/766,1,192,192,192,192,192,192,192,0.000%,5.20833,2.33,1.52
PUT /api/items/509,1,208,208,208,208,208,208,208,0.000%,4.80769,2.15,1.40
GET /api/items/250,1,183,183,183,183,183,183,183,0.000%,5.46448,2.44,1.02
PUT /api/items/938,1,207,207,207,207,207,207,207,0.000%,4.83092,2.16,1.41
GET /api/items/252,1,189,189,189,189,189,189,189,0.000%,5.29101,2.37,0.99
GET /api/items/351,1,190,190,190,190,190,190,190,0.000%,5.26316,2.35,0.99
GET /api/items/556,1,215,215,215,215,215,215,215,0.000%,4.65116,2.08,0.87
PUT /api/items/753,1,207,207,207,207,207,207,207,0.000%,4.83092,1.99,1.41
PUT /api/items/057,1,176,176,176,176,176,176,176,0.000%,5.68182,2.54,1.66
GET /api/items/818,1,173,173,173,173,173,173,173,0.000%,5.78035,2.58,1.08
GET /api/items/774,1,191,191,191,191,191,191,191,0.000%,5.23560,2.34,0.98
GET /api/items/086,1,198,198,198,198,198,198,198,0.000%,5.05051,2.25,0.95
GET /api/items/762,1,180,180,180,180,180,180,180,0.000%,5.55556,2.48,1.04
GET /api/items/854,1,175,175,175,175,175,175,175,0.000%,5.71429,2.56,1.07
GET /api/items/451,1,190,190,190,190,190,190,190,0.000%,5.26316,2.35,0.99
GET /api/items/031,1,192,192,192,192,192,192,192,0.000%,5.20833,2.32,0.98
PUT /api/items/374,1,196,196,196,196,196,196,196,0.000%,5.10204,2.28,1.49
GET /api/items/333,1,197,197,197,197,197,197,197,0.000%,5.07614,2.27,0.95
GET /api/items/817,1,195,195,195,195,195,195,195,0.000%,5.12821,2.29,0.96
PUT /api/items/502,1,171,171,171,171,171,171,171,0.000%,5.84795,2.62,1.71
